"股票代號","股票名稱","年度","中文簡稱","英文簡稱","公司名稱","英文名稱","地址","電話","傳真機號碼","註冊地國名","訴訟代理人","訴訟代理人電話","訴訟代理人地址","實收資本額(百萬)","成立日期","上市日期","上櫃日期","興櫃日期","公發日期","存續年度","董事長","總經理","發言人","發言人職稱","上市上櫃","網址","電子信箱","股票過戶機構","股務代理電話","產業代號","產業名稱","英文產業名稱","產業指數代號","產業指數名稱","指數彙編分類代號","指數彙編分類","經營項目","國際證券編碼","統一編號","交易所公告股本(千)","交易所普通股股本(千)","交易所特別股股本(千)","交易所普通股股數(千)","交易所特別股股數(千)","普通股每股面額(元)","每股幣別","公告採用匯率","簽證會計師事務所","前年度內銷比重(%)","前年度外銷比重(%)","員工人數(人)"
"3665","貿聯-KY","2020","貿聯-KY","BHI (BizLink)","貿聯控股(BizLink Holding Inc.)","BizLink Holding Inc.","23553新北市中和區建一路186號3樓","02-82261000","02-82262583","KY開曼群島","郭殷夙","02-8226-1000","新北市中和區建一路186號3樓","1306","20000601","20110421","","","20110117","9","梁華哲","鄧劍華","鄧劍華","總經理","1","http://www.bizlinktech.com","ir@bizlinktech.com","福邦證券股份有限公司股務代理部","(02)2371-1658","31","電子–其他電子","Other Electronic Industry","TWB40","其他電子","C23110","電子上游-連接元件","電腦週邊零組件之研發、生產及銷售、汽車、醫療、通訊及太陽能設備相關接線組之研發、生產及銷售、連接器、線材、光電子元件等產品之研發、生產及銷售","KYG114741062","26644007","1305693.88","1305693.88","","130569.388","","10","NTD","","勤業眾信聯合會計師事務所","0","100","10544"
"3666","光耀","2020","光耀","OTI","光耀科技股份有限公司","Optivision Technology Inc.","(30078)新竹科學工業園區新竹市力行六路一號三樓","03-5776686","03-5776680","","","","","486","20040713","","20141204","20090619","20090420","6","郭維斌","袁廣麟","柯素月","財務行政處副總","2","http://www.optivtech.com","sales@optivtech.com","宏遠證券股份有限公司","02-23268818","26","電子–光電","Optoelectronic Industry","TWC31","OTC光電","C23150","電子中游-LCD-零組件","光學膜相關產品","TW0003666004","27397031","485596","485596","","48559.6","","10","NTD","","勤業眾信聯合會計師事務所","4.03","95.97","333"
"3669","圓展","2020","圓展","AVer","圓展科技股份有限公司","AVer Information Inc.","新北市土城區大安路157號8樓","22698535","22698538","","","","","929","20080107","20110825","","20090715","20090611","9","郭重松","許起裕","陳淑娟","經理","1","http://www.aver.com","Laura.Chen@aver.com","永豐金證券股份有限公司","23816288","26","電子–光電","Optoelectronic Industry","TWB35","光電","C23370","電子下游-安全監控","簡報教育產品系列60.59%、視訊會議產品系列38.3%、其他1.11%(簡報及視訊會議產品等系列設計、製造、加工及買賣)","TW0003669008","28428722","929199.5","929199.5","","92919.95","","10","NTD","","勤業眾信聯合會計師事務所","13.28","86.72","424"
"3672","康聯訊","2020","康聯訊","CTS","康聯訊科技股份有限公司","Connection Technology Systems Inc.","新北市汐止區新台五路一段79號18F-6","02-26989661","02-26989662","","","","","327","19981006","","20150420","20140113","20090714","5","陳友信","陳友信","陳俊松","營運副總經理","2","http://www.ctsystem.com/tw","finance@ctsystem.com","群益金鼎證券股份有限公司","02-2703-5000","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","光纖網路局端、用戶端設備及網管交換器之研發製造及買賣","TW0003672002","16744506","326683.75","326683.75","","32668.375","","10","NTD","","勤業眾信聯合會計師事務所","2.41","97.59","143"
"3673","TPK-KY","2020","TPK-KY","TPK","TPK Holding Co., Ltd.","TPK Holding Co. Ltd.","台北市內湖區民權東路六段13之18號(訴訟及非訟代理人聯絡處)","02-7727-1199","02-7727-1200","KY開曼群島","江朝瑞","02-7727-1199","台北市內湖區民權東路六段13之18號","4067","20051121","20101029","","","20100727","10","江朝瑞","謝立群","江朝瑞","董事長","1","http://www.tpk.com","Stock@tpk.com","元大證券股份有限公司","02-2586-5859","26","電子–光電","Optoelectronic Industry","TWB35","光電","C23160","電子中游-LCD-STN面板","觸控感應器、觸控模組、觸控螢幕、、ITO玻璃及保護玻璃相關產品之研發、生產及銷售、","KYG898431096","31805657","4066637.59","4066637.59","","406663.759","","10","NTD","","勤業眾信聯合會計師事務所","0","100","20752"
"3675","德微","2020","德微","Eris Tech","德微科技股份有限公司","Eris Technology Corp.","新北市深坑區北深路三段155巷17號6樓","(02)2662-0011","(02)2662-0033","","","","","444","19950816","","20120629","20090908","20090813","8","張恩傑","張恩傑","邱桂堂","董事長助理","2","http://www.eris.com.tw","Eris.public@eris.com.tw","凱基證券股份有限公司","(02)23892999","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23100","電子上游-LED及光元件","專業整流二極體之研究、設計、檢測、製造及國內外銷售業務、整流二極體零組件之及國內外銷售業務、晶圓檢測及相關產品之國內外銷售業務、","TW0003675005","89672698","444282.5","444282.5","","44428.25","","10","NTD","","勤業眾信聯合會計師事務所","55.54","44.46","341"
"3679","新至陞","2020","新至陞","Nishoku","新至陞科技股份有限公司","Nishoku Technology Inc.","新北市新莊區化成路11巷36號","(02)2998-3578","(02)2998-3580","","","","","624","19800627","20111005","","20091112","20090827","9","陳標福","蔡建勝","蔡建勝","總經理","1","http://www.nishoku.com.tw","service@nishoku.com.tw","中國信託商業銀行代理部","(02)6636-5566","28","電子–電子零組件","Electronic Parts/Components","TWB37","電子零組件","C23280","電子中游-其他","精密塑膠模具之設計開發、塑膠射出零組件","TW0003679007","36011776","624462.29","624462.29","","62446.229","","10","NTD","","安侯建業聯合會計師事務所","1.14","98.86","2817"
"3680","家登","2020","家登","Gudeng","家登精密工業股份有限公司","Gudeng Precision Industrial Co. LTD","新北市土城區中央路4段2號9樓之5","02-2268-9141","02-2269-1943","","","","","757","19980320","","20110831","20091016","20090902","9","邱銘乾","林添瑞","沈恩年","副總經理","2","http://www.gudeng.com","stock@gudeng.com","凱基證券股份有限公司","0223892999","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23240","電子中游-儀器設備工程","光罩解決方案產品、機台設備產品、晶圓解決方案產品","TW0003680005","16406379","756866.67","756866.67","","75686.667","","10","NTD","","勤業眾信會計師事務所","45.13","54.87","437"
"3682","亞太電","2020","亞太電","APT","亞太電信股份有限公司","Asia Pacific Telecom Co.Ltd.","台北市內湖區基湖路32號8樓","(02)5555-8888","(02)5555-9696","","","","","38172","20000505","20130805","","20111201","20090903","7","呂芳銘","黃南仁","俞秀鴻","財務長","1","http://www.aptg.com.tw","pr@aptg.com.tw","群益金鼎證券股份有限公司","(02)2702-3999","27","電子–通信網路","Communications and Internet","TWB36","通信網路業","C23320","電子下游-電信服務","行動服務營業收入48.23%、固網服務營業收入17.4%(通訊業)","TW0003682001","70771579","38171963.99","38171963.99","","3817196.399","","10","NTD","","資誠聯合會計師事務所","","","2258"
"3684","榮昌","2020","榮昌","Grand-Tek","榮昌科技股份有限公司","Grand-Tek Technology Co. Ltd.","23145新北市新店區寶橋路233-2號8F","(02)2917-7353","(02)2910-6546","","","","","246","19950612","","20140328","20091231","20090911","6","陳家榮","洪健文","王幸琪","總管理處處長","2","http://www.grand-tek.com","wireless@grand-tek.com","台新國際商業銀行股務代理","(02)2504-8125","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","高頻/車用連接線室內外天線工業用次系統產品等製造加工買賣業務、一般進出口貿易業務(期貨除外)、有關前項業務之代理經銷報價及投標業務","TW0003684007","89549184","245915.36","245915.36","","24591.536","","10","NTD","","資誠聯合會計師事務所","42.16","57.84","177"
"3685","元創精密","2020","元創精密","TAC","元創精密車業股份有限公司","Tradetool Auto Co. Ltd.","台中市西屯區朝富路213號4樓之7","04-22585821","04-22593685","","","","","800","19830927","","20101208","20091103","20090914","10","江凱量","張明弘","張明弘","總經理","2","http://www.tradetools.com.tw","fa@tradetools.com.tw","宏遠證券股份有限公司","02-77198899","26","電子–光電","Optoelectronic Industry","TWC31","OTC光電","C23150","電子中游-LCD-零組件","C805050工業用塑膠製品製造業、CC01080電子零組件製造業、F401010國際貿易業","TW0003685004","52811070","799900","799900","","79990","","10","NTD","","安永聯合會計師事務所","17.13","82.87","281"
"3686","達能","2020","達能","Danen","達能科技股份有限公司","Danen Technology Corporation","桃園市觀音區大潭里環南路599號","(03)473-8788","(03)473-8368","","","","","1135","20071109","20100720","","20091008","20090915","10","方震銘","方震銘","王蓉軍","資深協理","1","http://www.danentech.com","pr@danentech.com","中國信託商業銀行代理部","(02)6636-5566","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23415","電子下游-太陽能","電子零組件製造業、電子材料批發業、電子材料零售業","TW0003686002","28823511","1135136.43","1135136.43","","113513.643","","10","NTD","","資誠聯合會計師事務所","8.18","91.82","14"
"3687","歐買尬","2020","歐買尬","OMG","茂為歐買尬數位科技股份有限公司","MacroWell OMG Digital Entertainment Co. Ltd.","台北市南港區三重路19-2號D棟7樓之1","02-26550051","02-26550051","","","","","301","19991018","","20110111","20100105","20090915","9","林雪慧","羅士博","羅士博","總經理","2","http://www.macrowell.com.tw/","financial_material@mail.omg.com.tw","台新國際商業銀行股務代理部","02-25048125","34","電子商務","E-Commerce","TWC39","OTC電子商務","C23450","軟體-其他","資訊軟體服務業、資訊處理服務業、、電子資訊供應服務業、、除許可業務外，得經營法令非禁止或限制之業務","TW0003687000","70444999","300595.72","300595.72","","30059.572","","10","NTD","","勤業眾信聯合會計師事務所","98.8","1.2","224"
"3689","湧德","2020","湧德","UDE","湧德電子股份有限公司","U.D.ELECTRONIC CORP.","桃園市蘆竹區內溪路68巷13號2樓","03-3242000","03-3246611","","","","","697","20050318","","20121018","20101216","20090915","8","陳伯榕","陳旻徹","吳昌璞","財務長","2","http://www.ude-corp.com","service@ude-corp.com","台新國際商業銀行股務代理部","02-25048125","28","電子–電子零組件","Electronic Parts/Components","TWC33","OTC電子零組件","C23110","電子上游-連接元件","銷貨收入100%(整合型訊號連接器)","TW0003689006","27642463","696758.07","696758.07","","69675.807","","10","NTD","","勤業眾信聯合會計師事務所","3.48","96.52","3615"
"3691","碩禾","2020","碩禾","GIGASOLAR","碩禾電子材料股份有限公司","GIGASOLAR MATERIALS CORPORATION","新竹縣湖口鄉工業一路3號1樓","03-5981886","03-5978258","","","","","637","20030711","","20101118","20091012","20090917","10","陳繼明","黃文瑞","陳繼明","董事長","2","http://www.gigasolar.com.tw","IR@gigasolar.com.tw","兆豐證券股份有限公司股務代理部","02-3393-0898","26","電子–光電","Optoelectronic Industry","TWC31","OTC光電","C23415","電子下游-太陽能","太陽能導電漿","TW0003691002","80433079","636750.36","636750.36","","63675.036","","10","NTD","","勤業眾信聯合會計師事務所","15.17","84.83","192"
"3693","營邦","2020","營邦","AIC","營邦企業股份有限公司","AIC Inc.","(338)桃園市蘆竹區大興路20巷19弄9號","(03)313-8386","(03)313-8377","","","","","385","19960503","","20131127","20100510","20090928","7","梁順營","梁順營","錢靜怡","財務部經理","2","http://www.aicipc.com","ir@aicipc.com.tw","元大證券股份有限公司","(02)2586-5859","25","電子–電腦及週邊設備","Computer and Peripheral Equipment","TWC30","OTC電腦及週邊設備","C23330","電子下游-工業電腦","產業用電腦及伺服器用機箱類、存儲平台類、系統平台類","TW0003693008","96994977","384906.94","384906.94","","38490.694","","10","NTD","","勤業眾信會計師事務所","2.08","97.92","402"
"3694","海華","2020","海華","AzureWave","海華科技股份有限公司","AzureWave Technologies Inc.","新北市新店區寶中路94號8樓","02-55995599","02-66289666","","","","","1504","20050413","20110503","","20091030","20091001","9","程建中","李聰結","李聰結","總經理","1","http://www.azurewave.com","investor@azurewave.com","元大證券股份有限公司","02-25865859","27","電子–通信網路","Communications and Internet","TWB36","通信網路業","C23260","電子中游-網通","無線網路通訊模組產品之研究開發、生產製造及銷售、數位影像處理模組產品之研究開發、生產製造及銷售","TW0003694006","27667787","1504418.08","1504418.08","","150441.808","","10","NTD","","勤業眾信聯合會計師事務所","29.93","70.07","172"
"3698","隆達","2020","隆達","Lextar","隆達電子股份有限公司","Lextar Electronics Corp.","新竹科學園區新竹市工業東三路三號","03-5658800","03-5638319","","","","","5149","20080523","20110929","","20100326","20091105","9","蘇峰正","唐修穆","張博儀","管理中心副總暨財務長","1","http://lextar.com","Lextar@lextar.com","宏遠證券股份有限公司股務代理部","(02)23268818","26","電子–光電","Optoelectronic Industry","TWB35","光電","C23100","電子上游-LED及光元件","氮化銦鎵磊晶片與晶粒(InGaNEpiWafer&Chip)、發光二極體封裝(Package)及其模組、上述各產品之系統及應用零組件","TW0003698007","28112694","5149163.8","5149163.8","","514916.38","","10","NTD","","安侯建業聯合會計師事務所","5.27","94.73","3517"
"3701","大眾控","2020","大眾控","FICG","大眾全球投資控股股份有限公司","FIC Global Inc.","台北市內湖區陽光街300號1至9樓","(02)8751-8751","(02)8751-8777","","","","","1903","20040830","20040830","","","","16","簡明仁","簡民智","羅安棣","副總經理","1","http://www.ficg.com.tw/","、Y_LO@FIC.COM.TW","福邦證券股份有限公司股務代理部","(02)23711658","25","電子–電腦及週邊設備","Computer and Peripheral Equipment","TWB34","電腦及週邊設備","C23270","電子中游-EMS","H201010一般投資業","TW0003701009","27242184","1903445.54","1903445.54","","190344.554","","10","NTD","","資誠聯合會計師事務所","21.95","78.05","4643"
"3702","大聯大","2020","大聯大","WPG","大聯大投資控股股份有限公司","WPG HOLDINGS LIMITED","臺北市南港區經貿二路189號22樓","2191-0068","2653-3598","","","","","18791","20051109","20051109","","","","15","黃偉祥","葉福海","袁興文","副總","1","http://www.wpgholdings.com","ir@wpgholdings.com","群益金鼎證券股份有限公司","2702-3999","29","電子–電子通路","Electronic Products Distribution","TWB38","電子通路","C23070","電子上游-IC-通路","電子零組件銷售100%(一般投資業)","TW0003702007","27928328","18790568.33","16790568.33","2000000","1679056.833","200000","10","NTD","","資誠聯合會計師事務所","","","228"
"3703","欣陸","2020","欣陸","CHC","欣陸投資控股股份有限公司","CONTINENTAL HOLDINGS CORP.","臺北市大安區敦化南路二段九十五號","02-37012000","02-37012999","","","","","8232","20100408","20100408","","","","10","殷琪","張方欣","林宗錕","協理","1","http://www.continental-holdings.com","http://www.continental-holdings.com","台新國際商業銀行股務代理部","02-25048125","14","建材營建","Building Material and Construction","TWB25","營建類","C25010","傳產-營建","營建工程收入79.73%、出售房地收入15.84%、租賃收入0.83%(投資)","TW0003703005","28993629","8232159.8","8232159.8","","823215.98","","10","NTD","","安侯建業聯合會計師事務所","84.45","15.55","1521"
"3704","合勤控","2020","合勤控","Unizyx","合勤投資控股股份有限公司","Unizyx Holding Corporation","新竹市公道五路2段363號3樓","03-5788838","03-6663319","","","","","4412","20100816","20100816","","","","10","朱順一","楊國榮(執行長)","羅偉","財務管理總處資深副總","1","http://www.unizyx.com.tw/","IR@unizyx.com.tw","兆豐證券股份有限公司","02-33930898","27","電子–通信網路","Communications and Internet","TWB36","通信網路業","C23260","電子中游-網通","一般投資業","TW0003704003","28999503","4411773.55","4411773.55","","441177.355","","10","NTD","","安侯建業聯合會計師事務所","4.72","95.28","2634"
"3705","永信","2020","永信","Y.S.H.","永信國際投資控股股份有限公司","YungShin Global Holding Corporation","台北市松山區民權東路三段181號11樓","02-25450185","02-25450586","","","","","2664","20110103","20110103","","","","9","李芳信","李芳信","簡志維","副總經理","1","http://www.yungshingroup.com","ysh@yungshingroup.com","元大證券股份有限公司","02-25865859","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","一般投資業","TW0003705000","53004906","2664229.83","2664229.83","","266422.983","","10","NTD","","勤業眾信聯合會計師事務所","80.76","19.24","1496"
"3706","神達","2020","神達","MHC","神達投資控股股份有限公司","MiTAC Holdings Corporation","桃園市龜山區文化二路202號","(03)328-9000","(03)327-6320","","","","","12066","20130912","20130912","","","","7","苗豐強","何繼武","何繼武","總經理","1","http://www.mitac.com","stock@mic.com.tw","中國信託商業銀行股份有限公司","(02)6636-5566","25","電子–電腦及週邊設備","Computer and Peripheral Equipment","TWB34","電腦及週邊設備","C23270","電子中游-EMS","一般投資業","TW0003706008","53677966","12065567.89","12065567.89","","1206556.789","","10","NTD","","資誠聯合會計師事務所","2.31","97.69","7713"
"3707","漢磊","2020","漢磊","EPISIL","漢磊先進投資控股股份有限公司","Episil Holding Inc.","新竹市東區埔頂路18號9F-3 德安科技大樓","035779245","035776289","","","","","2981","20141001","","20141001","","","6","徐建華","徐建華(執行長)","范桂榮","副總經理","2","http://www.episil.com","episil_mail@episil.com","凱基證券股份有限公司","","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23050","電子上游-IC-製造","H201010一般投資業","TW0003707006","54389725","2980609.79","2980609.79","","298060.979","","10","NTD","","資誠聯合會計師事務所","42.72","57.28","1535"
"3708","上緯投控","2020","上緯投控","Swancor","上緯國際投資控股股份有限公司","Swancor Holding Co. LTD.","南投市工業南六路9號","049-2255420","049-2251897","","","","","935","20160831","20160831","","","","4","蔡朝陽","詹明仁","蔡澤明","協理","1","http://www.swancor.com/tw/","swancor@swancor.com","台新國際商業銀行股務代理部","02-25048125","21","化學工業","Chemical Industry","TWB30","化學工業","C17010","傳產-化學工業","一般投資業","TW0003708004","43238308","935046.04","935046.04","","93504.604","","10","NTD","","安侯建業聯合會計師事務所","10.45","89.55","474"
"3709","鑫聯大投控","2020","鑫聯大投控","Trigold","鑫聯大投資控股股份有限公司","Trigold Holdings Limited","台北市南港區經貿二路189號22樓","02-2316-2888","02-2653-3598","","","","","796","20170901","","20170901","","","3","黃偉祥","黃偉祥","曹鈞傑","財會管理處處長","2","http://www.trigoldholdings.com","ir@trigoldholdings.com","群益金鼎證券股份有限公司","02-2703-5000","25","電子–電腦及週邊設備","Computer and Peripheral Equipment","TWC30","OTC電腦及週邊設備","C23270","電子中游-EMS","投資、管理","TW0003709002","51512503","795694.5","795694.5","","79569.45","","10","NTD","","資誠聯合會計師事務所","","","433"
"3710","連展投控","2020","連展投控","ACON Holding","連展投資控股股份有限公司","ACON Holding Inc.","新北市新店區寶興路45巷9弄2號3樓","(02)2917-5598","02-29156703","","","","","2073","20171229","","20171229","","","2","林肇聰","陳鴻儀","陳志斌","副總","2","http://www.acon-holding.com","info@acon-holding.com","統一綜合證券股份有限公司","(02)2746-3797","28","電子–電子零組件","Electronic Parts/Components","TWC33","OTC電子零組件","C23110","電子上游-連接元件","一般投資業","TW0003710000","51608205","2072907.21","2072907.21","","207290.721","","10","NTD","","資誠聯合會計師事務所","4.35","95.65","5159"
"3711","日月光投控","2020","日月光投控","ASEH","日月光投資控股股份有限公司","ASE Technology Holding Co. Ltd.","高雄市楠梓加工出口區經三路26號","07-3617131","07-3613094","","","","","43385","20180430","20180430","","","","2","張虔生","張洪本","吳田玉","集團營運長","1","http://www.aseglobal.com","ir@aseglobal.com","統一綜合證券(股)公司","02-27478266","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23060","電子上游-IC-封測","集團合併EMS收入54.14%、集團合併封裝收入37.93%、集團合併測試收入6.78%、集團合併其他收入1.16%(H201010一般投資業)","TW0003711008","29187308","43385311.32","43385311.32","","4338531.132","","10","NTD","","勤業眾信聯合會計師事務所","12.4","87.6","94519"
"3712","永崴投控","2020","永崴投控","FIT","永崴投資控股股份有限公司","FIT Holding Co. Ltd.","新北市土城區中央路四段49號","22699866","22680738","","","","","2462","20181001","20181001","","","20181001","2","郭台強","郭台強","洪雪芬","經理","1","http://www.fit-holding.com","","福邦證券股份有限公司","23711658","25","電子–電腦及週邊設備","Computer and Peripheral Equipment","TWB34","電腦及週邊設備","C23200","電子中游-光學鏡片","H201010一般投資業","TW0003712006","24813370","2462421.46","2462421.46","","246242.146","","10","NTD","","資誠聯合會計師事務所","6.42","93.58","3341"
"3713","新晶投控","2020","新晶投控","HsinjingHolding","新晶投資控股股份有限公司","Hsinjing Holding Co. Ltd.","新竹縣竹北市復興二路193號3樓之一","03-6581956","03-6580981","","","","","781","20200227","","20200227","","","0","資三德","資三德","劉財能","財務主管","2","http://www.hsinjing-holding.com.tw","service@hsinjing-holding.com.tw","富邦證券股份有限公司","02-23611300","26","電子–光電","Optoelectronic Industry","TWC31","OTC光電","C23415","電子下游-太陽能","一般投資業","TW0003713004","83423700","780900","780900","","78090","","10","NTD","","安侯建業聯合會計師事務所","","",""
"4102","永日","2020","永日","YUNGZIP","永日化學工業股份有限公司","YUNG ZIP CHEMICAL IND. CO. LTD.","台中市大甲區日南里幼獅路59、61號","04-26818866","04-26821007","","","","","424","19780608","","20010320","","19970702","19","李其澧","林青煌","林青煌","總經理","2","http://www.yungzip.com","yspgyzc@yungshingroup.com","元大證券股份有限公司","02-25865859","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","化學藥品、醫藥品製造及買賣業務、精密化學材料、其他化學材料製造及買賣業務、國際貿易業","TW0004102009","56620559","423734.43","423734.43","","42373.443","","10","NTD","","資誠聯合會計師事務所","20.72","79.28","139"
"4104","佳醫","2020","佳醫","EXCELSIOR","佳醫健康事業股份有限公司","EXCELSIOR MEDICAL CO.LTD","新北市中和區中正路880號17樓","02-22251888","02-22212488","","","","","1411","19880315","20071231","20010608","","19980716","19","傅輝東","張明正","王明廷","副總經理","1","http://www.excelsiormedical.com.tw","EMP826@excelsior.com.tw","統一綜合證券股份有限公司","02-27463797","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","血液透析相關醫療耗材、外科設備及耗材，血袋，造口、健康家電及保養品系列產品","TW0004104005","22854522","1411489.7","1411489.7","","141148.97","","10","NTD","","安侯建業聯合會計師事務所","94.57","5.43","641"
"4105","東洋","2020","東洋","TTY","台灣東洋藥品工業股份有限公司","TTY BIOPHARM COMPANY LIMITED","台北市南港區園區街3-1號3樓","26525999","2652-5982","","","","","2486","19600722","","20010927","","19980721","19","林全","施俊良","張國江","財務長","2","http://www.tty.com.tw","ir@tty.com.tw","群益金鼎證券股份有限公司","(02)2702-3999","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","各種西藥動物用藥農藥環境用藥化粧品等之製造及銷售、生物技術服務業、各種醫療器材玻璃器具橡膠製品等製造銷售及食品什貨批發零售","TW0004105002","11821341","2486499.59","2486499.59","","248649.959","","10","NTD","","安侯建業聯合會計師事務所","84.32","15.68","545"
"4106","雃博","2020","雃博","APEX","雃博股份有限公司","APEX MEDICAL CORP.","新北巿土城區民生街九號","(02)22685568","(02)22689521","","","","","1009","19900317","20041108","20020122","20020102","19990719","18","雅勝代表人:李永川","陳恆偉","陳恆偉","總經理","1","http://www.apexmedicalcorp.com","IR@apexmedicalcorp.com","元富證券股份有限公司股務代理","(02)27686668","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","醫療用褥瘡氣墊床組、福祉器材、醫療電子產品","TW0004106000","23632773","1009115.57","1009115.57","","100911.557","","10","NTD","","安侯建業聯合會計師事務所","6.45","93.55","574"
"4107","邦特","2020","邦特","BIOTEQUE","邦特生物科技股份有限公司","BIOTEQUE CORPORATION","台北市104中山區長安東路一段23號5樓之6","(02)25710269","(02)25710213","","","","","693","19911113","","20020304","20020102","19991001","18","蔡宗禮","李明忠","黃繹中","財務長","2","http://www.bioteq.com.tw","finance@bioteq.com.tw","統一綜合證券股份有限公司","(02)27478266","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","體內導管(TPU類)22.82%、血液迴路管類20.62%、外科管類19.87%、藥用軟袋類14.72%、關鍵零組件6.9%(醫療耗材(血液迴路管、藥用軟袋、TPU體內導管等)製造買賣、醫療設備之進出口貿易)","TW0004107008","86306206","692983.36","692983.36","","69298.336","","10","NTD","","安侯建業聯合會計師事務所","","","488"
"4108","懷特","2020","懷特","PhytoHealth","懷特生技新藥股份有限公司","PhytoHealth Corporation","台北市復興北路167號5樓之1","02-25453697","02-25140245","","","","","1636","19981124","20080716","20020513","20020507","20000622","18","李伊俐","鄭建新","葉麗鳳","協理","1","http://www.phytohealth.com.tw","lisa@phytohealth.com.tw","福邦證券股份有限公司","02-2371-1658","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","天然植物、中草藥成分、萃取分離技術、生化科技之研發、中草藥、原料藥及化學藥品之研發、醫藥品之顧問服務","TW0004108006","16766281","1636188.79","1636188.79","","163618.879","","10","NTD","","勤業眾信聯合會計師事務所","16.71","83.29","128"
"4109","加捷生醫","2020","加捷生醫","Jia Jie Bio","加捷生醫股份有限公司","Jia Jie Biomedical Co. Ltd.","高雄市三民區九如一路61號3樓","07-9761598","07-3952823","","","","","689","19950506","","20020808","20020102","20000110","18","金智宏投資有限公司","沈易德","林慶弘","財務部副總經理","2","https://www.jiajiebio.com","angelin@jiajiebio.com","元大證券股份有限公司","02-25865859","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","營養保健96.76%(一、甲魚粉、甲魚蛋、甲魚油等甲魚食品加工製造銷售買賣業務、二、甲魚加工買賣業務、)","TW0004109004","89415241","689366.81","689366.81","","68936.681","","10","NTD","","資誠聯合會計師事務所","97.35","2.65",""
"4111","濟生","2020","濟生","CHI  SHENG","濟生醫藥生技股份有限公司","Chi Sheng Pharma & Biotech Co. Ltd","新竹縣湖口鄉實踐路3號","(03)5983811","(03)5982855","","","","","570","19621006","","19990306","","19920923","21","蘇東茂","蘇東茂","黃惠珍","財務部經理","2","http://www.cscp.com.tw/index.php","stock@cscp.com.tw","元大證券股份有限公司","02-25865859","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","一般中西藥品類、抗生素藥品類及醫療器材之製造與銷售、醫療器材機器整廠設備及飲料輸出買賣業務","TW0004111000","47154259","569829.85","569829.85","","56982.985","","10","NTD","","安永聯合會計師事務所","98.97","1.03","276"
"4113","聯上","2020","聯上","WE&WIN","聯上實業股份有限公司","WE&WIN DIVERSIFICATION CO.LTD.","高雄市左營區富國路185號17樓之2","07-5575242","07-5575133","","","","","2111","19980211","","20030722","20021212","20010717","17","蘇永義","蘇永義","林美麗","協理","2","http://kh.vvvvv.com.tw","anne@vvvvv.com.tw","元大證券股份有限公司","02-25865859","14","建材營建","Building Material and Construction","TWC17","OTC營建類","C25010","傳產-營建","房地收入99.65%、租賃收入0.35%(不動產買賣及租賃業、國際貿易業)","TW0004113006","16126477","2111381.37","2111381.37","","211138.137","","10","NTD","","廣信益群聯合會計師事務所","100","0","27"
"4114","健喬","2020","健喬","SYNMOSA","健喬信元醫藥生技股份有限公司","SYNMOSA BIOPHARMA CORPORATION","台北市內湖區內湖路1段396號11樓","(02)8797-7100","(02)8797-2746","","","","","2827","19700825","","20030512","20020909","20010719","17","林智暉","林智暉","白宏欽","副總經理","2","http://www.synmosa.com.tw","syn.acc@synmosa.com.tw","元大證券股份有限公司","(02)2586-5859","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","各種藥品醫療器材製造販賣業務、各種化妝品動物藥品製造販賣業務、各種化學食品添加物及飲料製造販賣業務","TW0004114004","43199950","2826832.89","2826832.89","","282683.289","","10","NTD","","勤業眾信聯合會計師事務所","90.94","9.06","411"
